Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people (cases)
Jordan,JOR,"Apr 5, 2020",2.352
Jordan,JOR,"Apr 6, 2020",2.156
Jordan,JOR,"Apr 7, 2020",0.392
Jordan,JOR,"Apr 9, 2020",0.882
Jordan,JOR,"Apr 10, 2020",1.372
Jordan,JOR,"Apr 12, 2020",0.882
Jordan,JOR,"Apr 13, 2020",0.784
Jordan,JOR,"Apr 14, 2020",0.196
Jordan,JOR,"Apr 15, 2020",0.588
Jordan,JOR,"Apr 16, 2020",0.392
Jordan,JOR,"Apr 17, 2020",0.098
Jordan,JOR,"Apr 18, 2020",0.49
Jordan,JOR,"Apr 19, 2020",0.588
Jordan,JOR,"Apr 20, 2020",0.392
Jordan,JOR,"Apr 21, 2020",0.784
Jordan,JOR,"Apr 23, 2020",0.294
Jordan,JOR,"Apr 24, 2020",0.882
Jordan,JOR,"Apr 25, 2020",0.392
Jordan,JOR,"Apr 26, 2020",0.294
Jordan,JOR,"Apr 27, 2020",0.294
Jordan,JOR,"Apr 28, 2020",0.196
Jordan,JOR,"Apr 30, 2020",0.196
Jordan,JOR,"May 1, 2020",0.196
Jordan,JOR,"May 2, 2020",0.588
Jordan,JOR,"May 3, 2020",0.098
Kazakhstan,KAZ,"Mar 15, 2020",0.32
Kazakhstan,KAZ,"Mar 16, 2020",0.16
Kazakhstan,KAZ,"Mar 17, 2020",0.107
Kazakhstan,KAZ,"Mar 18, 2020",1.172
Kazakhstan,KAZ,"Mar 19, 2020",0.213
Kazakhstan,KAZ,"Mar 20, 2020",0.639
Kazakhstan,KAZ,"Mar 21, 2020",0.213
Kazakhstan,KAZ,"Mar 22, 2020",0.16
Kazakhstan,KAZ,"Mar 23, 2020",0.213
Kazakhstan,KAZ,"Mar 24, 2020",0.107
Kazakhstan,KAZ,"Mar 25, 2020",0.905
Kazakhstan,KAZ,"Mar 26, 2020",0.479
Kazakhstan,KAZ,"Mar 27, 2020",1.704
Kazakhstan,KAZ,"Mar 28, 2020",3.888
Kazakhstan,KAZ,"Mar 29, 2020",1.917
Kazakhstan,KAZ,"Mar 30, 2020",2.929
Kazakhstan,KAZ,"Mar 31, 2020",2.184
Kazakhstan,KAZ,"Apr 1, 2020",0.799
Kazakhstan,KAZ,"Apr 2, 2020",0.426
Kazakhstan,KAZ,"Apr 3, 2020",2.024
Kazakhstan,KAZ,"Apr 4, 2020",3.941
Kazakhstan,KAZ,"Apr 6, 2020",3.781
Kazakhstan,KAZ,"Apr 7, 2020",7.403
Kazakhstan,KAZ,"Apr 8, 2020",1.811
Kazakhstan,KAZ,"Apr 9, 2020",2.929
Kazakhstan,KAZ,"Apr 10, 2020",2.29
Kazakhstan,KAZ,"Apr 11, 2020",2.024
Kazakhstan,KAZ,"Apr 12, 2020",2.13
Kazakhstan,KAZ,"Apr 13, 2020",4.314
Kazakhstan,KAZ,"Apr 14, 2020",11.61
Kazakhstan,KAZ,"Apr 15, 2020",4.687
Kazakhstan,KAZ,"Apr 16, 2020",3.408
Kazakhstan,KAZ,"Apr 17, 2020",7.403
Kazakhstan,KAZ,"Apr 18, 2020",6.444
Kazakhstan,KAZ,"Apr 19, 2020",3.355
Kazakhstan,KAZ,"Apr 20, 2020",4.314
Kazakhstan,KAZ,"Apr 21, 2020",11.397
Kazakhstan,KAZ,"Apr 22, 2020",4.048
Kazakhstan,KAZ,"Apr 23, 2020",8.841
Kazakhstan,KAZ,"Apr 24, 2020",7.616
Kazakhstan,KAZ,"Apr 25, 2020",7.882
Kazakhstan,KAZ,"Apr 26, 2020",9.054
Kazakhstan,KAZ,"Apr 27, 2020",3.462
Kazakhstan,KAZ,"Apr 28, 2020",7.616
Kazakhstan,KAZ,"Apr 29, 2020",10.811
Kazakhstan,KAZ,"Apr 30, 2020",7.563
Kazakhstan,KAZ,"May 1, 2020",15.924
Kazakhstan,KAZ,"May 2, 2020",8.894
Kazakhstan,KAZ,"May 3, 2020",10.971
Kenya,KEN,"Mar 14, 2020",0.019
Kenya,KEN,"Mar 16, 2020",0.037
Kenya,KEN,"Mar 18, 2020",0.019
Kenya,KEN,"Mar 19, 2020",0.056
Kenya,KEN,"Mar 23, 2020",0.149
Kenya,KEN,"Mar 24, 2020",0.019
Kenya,KEN,"Mar 25, 2020",0.167
Kenya,KEN,"Mar 27, 2020",0.112
Kenya,KEN,"Mar 29, 2020",0.13
Kenya,KEN,"Mar 30, 2020",0.074
Kenya,KEN,"Mar 31, 2020",0.149
Kenya,KEN,"Apr 1, 2020",0.167
Kenya,KEN,"Apr 2, 2020",0.409
Kenya,KEN,"Apr 3, 2020",0.539
Kenya,KEN,"Apr 4, 2020",0.223
Kenya,KEN,"Apr 5, 2020",0.074
Kenya,KEN,"Apr 6, 2020",0.298
Kenya,KEN,"Apr 7, 2020",0.298
Kenya,KEN,"Apr 8, 2020",0.26
Kenya,KEN,"Apr 9, 2020",0.13
Kenya,KEN,"Apr 10, 2020",0.093
Kenya,KEN,"Apr 11, 2020",0.093
Kenya,KEN,"Apr 12, 2020",0.037
Kenya,KEN,"Apr 13, 2020",0.112
Kenya,KEN,"Apr 14, 2020",0.205
Kenya,KEN,"Apr 15, 2020",0.149
Kenya,KEN,"Apr 16, 2020",0.167
Kenya,KEN,"Apr 17, 2020",0.167
Kenya,KEN,"Apr 18, 2020",0.223
Kenya,KEN,"Apr 19, 2020",0.298
Kenya,KEN,"Apr 20, 2020",0.149
Kenya,KEN,"Apr 21, 2020",0.205
Kenya,KEN,"Apr 23, 2020",0.409
Kenya,KEN,"Apr 24, 2020",0.316
Kenya,KEN,"Apr 25, 2020",0.298
Kenya,KEN,"Apr 26, 2020",0.13
Kenya,KEN,"Apr 27, 2020",0.223
Kenya,KEN,"Apr 28, 2020",0.149
Kenya,KEN,"Apr 29, 2020",0.205
Kenya,KEN,"Apr 30, 2020",0.186
Kenya,KEN,"May 1, 2020",0.223
Kenya,KEN,"May 2, 2020",0.279
Kenya,KEN,"May 3, 2020",0.446
Kosovo,OWID_KOS,"Mar 16, 2020",1.035
Kosovo,OWID_KOS,"Mar 18, 2020",8.796
Kosovo,OWID_KOS,"Mar 20, 2020",1.035
Kosovo,OWID_KOS,"Mar 21, 2020",1.552
Kosovo,OWID_KOS,"Mar 23, 2020",3.622
Kosovo,OWID_KOS,"Mar 24, 2020",15.522
Kosovo,OWID_KOS,"Mar 25, 2020",1.035
Kosovo,OWID_KOS,"Mar 26, 2020",4.139
Kosovo,OWID_KOS,"Mar 27, 2020",4.139
Kosovo,OWID_KOS,"Mar 28, 2020",3.622
Kosovo,OWID_KOS,"Mar 29, 2020",1.035
Kosovo,OWID_KOS,"Mar 30, 2020",1.552
Kosovo,OWID_KOS,"Mar 31, 2020",7.761
Kosovo,OWID_KOS,"Apr 1, 2020",3.104
Kosovo,OWID_KOS,"Apr 3, 2020",6.726
Kosovo,OWID_KOS,"Apr 4, 2020",0.517
Kosovo,OWID_KOS,"Apr 5, 2020",3.104
Kosovo,OWID_KOS,"Apr 6, 2020",4.139
Kosovo,OWID_KOS,"Apr 7, 2020",2.587
Kosovo,OWID_KOS,"Apr 8, 2020",20.178
Kosovo,OWID_KOS,"Apr 10, 2020",22.248
Kosovo,OWID_KOS,"Apr 11, 2020",11.9
Kosovo,OWID_KOS,"Apr 12, 2020",17.074
Kosovo,OWID_KOS,"Apr 13, 2020",40.874
Kosovo,OWID_KOS,"Apr 14, 2020",7.761
Kosovo,OWID_KOS,"Apr 15, 2020",5.174
Kosovo,OWID_KOS,"Apr 16, 2020",18.626
Kosovo,OWID_KOS,"Apr 17, 2020",13.452
Kosovo,OWID_KOS,"Apr 18, 2020",16.039
Kosovo,OWID_KOS,"Apr 19, 2020",15.522
Kosovo,OWID_KOS,"Apr 21, 2020",45.53
Kosovo,OWID_KOS,"Apr 22, 2020",3.104
Kosovo,OWID_KOS,"Apr 23, 2020",13.452
Kosovo,OWID_KOS,"Apr 24, 2020",20.178
Kosovo,OWID_KOS,"Apr 25, 2020",17.591
Kosovo,OWID_KOS,"Apr 26, 2020",14.487
Kosovo,OWID_KOS,"Apr 27, 2020",16.557
Kosovo,OWID_KOS,"Apr 28, 2020",8.796
Kosovo,OWID_KOS,"Apr 29, 2020",5.174
Kosovo,OWID_KOS,"Apr 30, 2020",4.657
Kosovo,OWID_KOS,"May 2, 2020",7.243
Kosovo,OWID_KOS,"May 3, 2020",5.174
Kuwait,KWT,"Feb 24, 2020",0.702
Kuwait,KWT,"Feb 25, 2020",0.468
Kuwait,KWT,"Feb 26, 2020",1.405
Kuwait,KWT,"Feb 27, 2020",3.512
Kuwait,KWT,"Feb 28, 2020",3.981
Kuwait,KWT,"Feb 29, 2020",0.468
Kuwait,KWT,"Mar 2, 2020",0.234
Kuwait,KWT,"Mar 3, 2020",2.342
Kuwait,KWT,"Mar 6, 2020",0.468
Kuwait,KWT,"Mar 8, 2020",0.702
Kuwait,KWT,"Mar 9, 2020",0.702
Kuwait,KWT,"Mar 10, 2020",0.234
Kuwait,KWT,"Mar 11, 2020",0.937
Kuwait,KWT,"Mar 12, 2020",0.702
Kuwait,KWT,"Mar 13, 2020",1.873
Kuwait,KWT,"Mar 14, 2020",4.683
Kuwait,KWT,"Mar 15, 2020",0.937
Kuwait,KWT,"Mar 16, 2020",1.873
Kuwait,KWT,"Mar 17, 2020",2.576
Kuwait,KWT,"Mar 18, 2020",1.639
Kuwait,KWT,"Mar 19, 2020",2.81
Kuwait,KWT,"Mar 20, 2020",1.405
Kuwait,KWT,"Mar 21, 2020",2.576
Kuwait,KWT,"Mar 22, 2020",3.981
Kuwait,KWT,"Mar 23, 2020",2.81
Kuwait,KWT,"Mar 24, 2020",0.234
Kuwait,KWT,"Mar 25, 2020",0.468
Kuwait,KWT,"Mar 26, 2020",0.937
Kuwait,KWT,"Mar 27, 2020",3.044
Kuwait,KWT,"Mar 28, 2020",3.981
Kuwait,KWT,"Mar 29, 2020",2.342
Kuwait,KWT,"Mar 30, 2020",4.683
Kuwait,KWT,"Mar 31, 2020",2.576
Kuwait,KWT,"Apr 1, 2020",5.386
Kuwait,KWT,"Apr 2, 2020",6.557
Kuwait,KWT,"Apr 3, 2020",5.854
Kuwait,KWT,"Apr 5, 2020",32.08
Kuwait,KWT,"Apr 6, 2020",18.03
Kuwait,KWT,"Apr 7, 2020",25.524
Kuwait,KWT,"Apr 8, 2020",18.265
Kuwait,KWT,"Apr 9, 2020",26.226
Kuwait,KWT,"Apr 10, 2020",12.879
Kuwait,KWT,"Apr 11, 2020",19.435
Kuwait,KWT,"Apr 12, 2020",37.7
Kuwait,KWT,"Apr 13, 2020",18.733
Kuwait,KWT,"Apr 14, 2020",15.455
Kuwait,KWT,"Apr 15, 2020",12.879
Kuwait,KWT,"Apr 16, 2020",11.708
Kuwait,KWT,"Apr 17, 2020",27.865
Kuwait,KWT,"Apr 18, 2020",31.378
Kuwait,KWT,"Apr 19, 2020",22.011
Kuwait,KWT,"Apr 20, 2020",38.168
Kuwait,KWT,"Apr 21, 2020",18.733
Kuwait,KWT,"Apr 22, 2020",19.904
Kuwait,KWT,"Apr 23, 2020",39.339
Kuwait,KWT,"Apr 24, 2020",35.358
Kuwait,KWT,"Apr 25, 2020",50.345
Kuwait,KWT,"Apr 26, 2020",65.097
Kuwait,KWT,"Apr 27, 2020",42.851
Kuwait,KWT,"Apr 28, 2020",49.876
Kuwait,KWT,"Apr 29, 2020",35.592
Kuwait,KWT,"Apr 30, 2020",70.248
Kuwait,KWT,"May 1, 2020",66.502
Kuwait,KWT,"May 2, 2020",82.659
Kuwait,KWT,"May 3, 2020",56.667
Kyrgyzstan,KGZ,"Mar 19, 2020",0.46
Kyrgyzstan,KGZ,"Mar 20, 2020",0.46
Kyrgyzstan,KGZ,"Mar 22, 2020",1.226
Kyrgyzstan,KGZ,"Mar 24, 2020",0.307
Kyrgyzstan,KGZ,"Mar 25, 2020",3.985
Kyrgyzstan,KGZ,"Mar 26, 2020",0.307
Kyrgyzstan,KGZ,"Mar 28, 2020",2.146
Kyrgyzstan,KGZ,"Mar 29, 2020",3.985
Kyrgyzstan,KGZ,"Apr 1, 2020",3.525
Kyrgyzstan,KGZ,"Apr 2, 2020",0.766
Kyrgyzstan,KGZ,"Apr 3, 2020",1.993
Kyrgyzstan,KGZ,"Apr 4, 2020",2.912
Kyrgyzstan,KGZ,"Apr 6, 2020",11.036
Kyrgyzstan,KGZ,"Apr 7, 2020",1.839
Kyrgyzstan,KGZ,"Apr 8, 2020",6.438
Kyrgyzstan,KGZ,"Apr 9, 2020",1.533
Kyrgyzstan,KGZ,"Apr 10, 2020",2.759
Kyrgyzstan,KGZ,"Apr 11, 2020",6.284
Kyrgyzstan,KGZ,"Apr 12, 2020",5.824
Kyrgyzstan,KGZ,"Apr 13, 2020",6.438
Kyrgyzstan,KGZ,"Apr 14, 2020",1.686
Kyrgyzstan,KGZ,"Apr 15, 2020",2.912
Kyrgyzstan,KGZ,"Apr 16, 2020",2.606
Kyrgyzstan,KGZ,"Apr 17, 2020",3.525
Kyrgyzstan,KGZ,"Apr 18, 2020",2.606
Kyrgyzstan,KGZ,"Apr 19, 2020",7.357
Kyrgyzstan,KGZ,"Apr 20, 2020",2.146
Kyrgyzstan,KGZ,"Apr 21, 2020",3.372
Kyrgyzstan,KGZ,"Apr 22, 2020",3.372
Kyrgyzstan,KGZ,"Apr 23, 2020",2.912
Kyrgyzstan,KGZ,"Apr 24, 2020",3.832
Kyrgyzstan,KGZ,"Apr 25, 2020",1.379
Kyrgyzstan,KGZ,"Apr 26, 2020",2.606
Kyrgyzstan,KGZ,"Apr 27, 2020",1.993
Kyrgyzstan,KGZ,"Apr 28, 2020",1.993
Kyrgyzstan,KGZ,"Apr 29, 2020",3.219
Kyrgyzstan,KGZ,"Apr 30, 2020",2.606
Kyrgyzstan,KGZ,"May 2, 2020",3.525
Kyrgyzstan,KGZ,"May 3, 2020",3.985
Laos,LAO,"Mar 25, 2020",0.275
Laos,LAO,"Mar 27, 2020",0.55
Laos,LAO,"Mar 31, 2020",0.412
Laos,LAO,"Apr 2, 2020",0.137
Laos,LAO,"Apr 6, 2020",0.137
Laos,LAO,"Apr 7, 2020",0.137
Laos,LAO,"Apr 9, 2020",0.412
Laos,LAO,"Apr 10, 2020",0.137
Laos,LAO,"Apr 12, 2020",0.275
Laos,LAO,"Apr 13, 2020",0.137
Latvia,LVA,"Mar 3, 2020",0.53
Latvia,LVA,"Mar 8, 2020",0.53
Latvia,LVA,"Mar 9, 2020",0.53
Latvia,LVA,"Mar 10, 2020",1.59
Latvia,LVA,"Mar 11, 2020",1.06
Latvia,LVA,"Mar 12, 2020",1.06
Latvia,LVA,"Mar 13, 2020",3.181
Latvia,LVA,"Mar 14, 2020",1.59
Latvia,LVA,"Mar 15, 2020",3.711
Latvia,LVA,"Mar 16, 2020",2.651
Latvia,LVA,"Mar 17, 2020",2.651
Latvia,LVA,"Mar 18, 2020",13.254
Latvia,LVA,"Mar 19, 2020",5.302
Latvia,LVA,"Mar 20, 2020",7.952
Latvia,LVA,"Mar 21, 2020",13.254
Latvia,LVA,"Mar 22, 2020",6.892
Latvia,LVA,"Mar 23, 2020",7.952
Latvia,LVA,"Mar 24, 2020",21.737
Latvia,LVA,"Mar 25, 2020",9.013
Latvia,LVA,"Mar 26, 2020",12.724
Latvia,LVA,"Mar 27, 2020",12.194
Latvia,LVA,"Mar 28, 2020",19.086
Latvia,LVA,"Mar 29, 2020",13.254
Latvia,LVA,"Mar 30, 2020",37.642
Latvia,LVA,"Apr 1, 2020",11.664
Latvia,LVA,"Apr 2, 2020",25.448
Latvia,LVA,"Apr 3, 2020",6.362
Latvia,LVA,"Apr 4, 2020",18.556
Latvia,LVA,"Apr 5, 2020",8.483
Latvia,LVA,"Apr 6, 2020",12.724
Latvia,LVA,"Apr 7, 2020",4.771
Latvia,LVA,"Apr 8, 2020",3.181
Latvia,LVA,"Apr 9, 2020",15.375
Latvia,LVA,"Apr 10, 2020",6.362
Latvia,LVA,"Apr 11, 2020",12.194
Latvia,LVA,"Apr 12, 2020",9.543
Latvia,LVA,"Apr 13, 2020",11.133
Latvia,LVA,"Apr 14, 2020",2.121
Latvia,LVA,"Apr 15, 2020",1.06
Latvia,LVA,"Apr 16, 2020",4.771
Latvia,LVA,"Apr 17, 2020",4.771
Latvia,LVA,"Apr 18, 2020",3.711
Latvia,LVA,"Apr 19, 2020",15.905
Latvia,LVA,"Apr 20, 2020",7.952
Latvia,LVA,"Apr 21, 2020",6.362
Latvia,LVA,"Apr 22, 2020",4.771
Latvia,LVA,"Apr 23, 2020",6.892
Latvia,LVA,"Apr 24, 2020",9.013
Latvia,LVA,"Apr 25, 2020",3.181
Latvia,LVA,"Apr 26, 2020",10.603
Latvia,LVA,"Apr 27, 2020",4.241
Latvia,LVA,"Apr 28, 2020",3.181
Latvia,LVA,"Apr 29, 2020",9.543
Latvia,LVA,"Apr 30, 2020",6.892
Latvia,LVA,"May 1, 2020",4.771
Latvia,LVA,"May 2, 2020",6.362
Latvia,LVA,"May 3, 2020",0.53
Lebanon,LBN,"Feb 22, 2020",0.147
Lebanon,LBN,"Feb 27, 2020",0.147
Lebanon,LBN,"Feb 28, 2020",0.147
Lebanon,LBN,"Mar 1, 2020",0.147
Lebanon,LBN,"Mar 2, 2020",0.879
Lebanon,LBN,"Mar 3, 2020",0.44
Lebanon,LBN,"Mar 6, 2020",0.44
Lebanon,LBN,"Mar 7, 2020",0.879
Lebanon,LBN,"Mar 9, 2020",1.465
Lebanon,LBN,"Mar 10, 2020",1.319
Lebanon,LBN,"Mar 12, 2020",2.93
Lebanon,LBN,"Mar 13, 2020",0.733
Lebanon,LBN,"Mar 15, 2020",3.956
Lebanon,LBN,"Mar 16, 2020",0.879
Lebanon,LBN,"Mar 17, 2020",3.077
Lebanon,LBN,"Mar 19, 2020",1.905
Lebanon,LBN,"Mar 20, 2020",2.344
Lebanon,LBN,"Mar 21, 2020",2.051
Lebanon,LBN,"Mar 22, 2020",9.816
Lebanon,LBN,"Mar 23, 2020",2.637
Lebanon,LBN,"Mar 24, 2020",2.784
Lebanon,LBN,"Mar 25, 2020",5.421
Lebanon,LBN,"Mar 26, 2020",4.249
Lebanon,LBN,"Mar 27, 2020",5.128
Lebanon,LBN,"Mar 28, 2020",3.37
Lebanon,LBN,"Mar 29, 2020",3.077
Lebanon,LBN,"Mar 30, 2020",3.809
Lebanon,LBN,"Mar 31, 2020",1.172
Lebanon,LBN,"Apr 1, 2020",2.491
Lebanon,LBN,"Apr 2, 2020",2.344
Lebanon,LBN,"Apr 3, 2020",2.198
Lebanon,LBN,"Apr 5, 2020",3.809
Lebanon,LBN,"Apr 6, 2020",1.026
Lebanon,LBN,"Apr 7, 2020",2.051
Lebanon,LBN,"Apr 8, 2020",1.026
Lebanon,LBN,"Apr 9, 2020",3.956
Lebanon,LBN,"Apr 10, 2020",1.026
Lebanon,LBN,"Apr 11, 2020",3.956
Lebanon,LBN,"Apr 12, 2020",1.465
Lebanon,LBN,"Apr 13, 2020",1.612
Lebanon,LBN,"Apr 14, 2020",0.293
Lebanon,LBN,"Apr 15, 2020",1.319
Lebanon,LBN,"Apr 16, 2020",2.491
Lebanon,LBN,"Apr 17, 2020",0.733
Lebanon,LBN,"Apr 18, 2020",0.733
Lebanon,LBN,"Apr 19, 2020",0.586
Lebanon,LBN,"Apr 20, 2020",0.147
Lebanon,LBN,"Apr 21, 2020",0.586
Lebanon,LBN,"Apr 23, 2020",0.733
Lebanon,LBN,"Apr 24, 2020",0.879
Lebanon,LBN,"Apr 25, 2020",1.172
Lebanon,LBN,"Apr 26, 2020",1.172
Lebanon,LBN,"Apr 27, 2020",0.44
Lebanon,LBN,"Apr 28, 2020",0.44
Lebanon,LBN,"Apr 29, 2020",1.026
Lebanon,LBN,"Apr 30, 2020",0.586
Lebanon,LBN,"May 1, 2020",0.586
Lebanon,LBN,"May 2, 2020",0.586
Lebanon,LBN,"May 3, 2020",0.586
Liberia,LBR,"Mar 17, 2020",0.198
Liberia,LBR,"Mar 18, 2020",0.198
Liberia,LBR,"Mar 22, 2020",0.198
Liberia,LBR,"Apr 2, 2020",0.593
Liberia,LBR,"Apr 4, 2020",0.198
Liberia,LBR,"Apr 5, 2020",0.593
Liberia,LBR,"Apr 6, 2020",0.593
Liberia,LBR,"Apr 7, 2020",0.198
Liberia,LBR,"Apr 9, 2020",3.361
Liberia,LBR,"Apr 11, 2020",1.186
Liberia,LBR,"Apr 12, 2020",2.175
Liberia,LBR,"Apr 13, 2020",0.395
Liberia,LBR,"Apr 14, 2020",1.779
Liberia,LBR,"Apr 17, 2020",2.768
Liberia,LBR,"Apr 18, 2020",0.593
Liberia,LBR,"Apr 19, 2020",0.989
Liberia,LBR,"Apr 20, 2020",1.977
Liberia,LBR,"Apr 21, 2020",1.582
Liberia,LBR,"Apr 22, 2020",0.395
Liberia,LBR,"Apr 25, 2020",3.164
Liberia,LBR,"Apr 26, 2020",0.593
Liberia,LBR,"Apr 27, 2020",0.791
Liberia,LBR,"Apr 28, 2020",1.779
Liberia,LBR,"Apr 29, 2020",1.582
Liberia,LBR,"May 2, 2020",2.175
Liberia,LBR,"May 3, 2020",0.395
Libya,LBY,"Mar 25, 2020",0.146
Libya,LBY,"Mar 30, 2020",1.019
Libya,LBY,"Apr 1, 2020",0.291
Libya,LBY,"Apr 3, 2020",0.146
Libya,LBY,"Apr 5, 2020",1.019
Libya,LBY,"Apr 8, 2020",0.146
Libya,LBY,"Apr 9, 2020",0.291
Libya,LBY,"Apr 10, 2020",0.437
Libya,LBY,"Apr 12, 2020",0.146
Libya,LBY,"Apr 14, 2020",0.146
Libya,LBY,"Apr 15, 2020",1.31
Libya,LBY,"Apr 16, 2020",1.892
Libya,LBY,"Apr 17, 2020",0.146
Libya,LBY,"Apr 21, 2020",0.291
Libya,LBY,"Apr 23, 2020",1.164
Libya,LBY,"Apr 24, 2020",0.146
Libya,LBY,"Apr 25, 2020",0.146
Libya,LBY,"May 2, 2020",0.291
Liechtenstein,LIE,"Mar 5, 2020",26.221
Liechtenstein,LIE,"Mar 12, 2020",52.443
Liechtenstein,LIE,"Mar 13, 2020",26.221
Liechtenstein,LIE,"Mar 16, 2020",78.664
Liechtenstein,LIE,"Mar 19, 2020",471.983
Liechtenstein,LIE,"Mar 21, 2020",235.991
Liechtenstein,LIE,"Mar 22, 2020",52.443
Liechtenstein,LIE,"Mar 23, 2020",262.213
Liechtenstein,LIE,"Mar 25, 2020",26.221
Liechtenstein,LIE,"Mar 26, 2020",104.885
Liechtenstein,LIE,"Mar 27, 2020",131.106
Liechtenstein,LIE,"Mar 28, 2020",104.885
Liechtenstein,LIE,"Mar 29, 2020",26.221
Liechtenstein,LIE,"Mar 30, 2020",26.221
Liechtenstein,LIE,"Mar 31, 2020",52.443
Liechtenstein,LIE,"Apr 1, 2020",104.885
Liechtenstein,LIE,"Apr 2, 2020",104.885
Liechtenstein,LIE,"Apr 3, 2020",78.664
Liechtenstein,LIE,"Apr 5, 2020",52.443
Liechtenstein,LIE,"Apr 6, 2020",26.221
Liechtenstein,LIE,"Apr 9, 2020",26.221
Liechtenstein,LIE,"Apr 11, 2020",26.221
Liechtenstein,LIE,"Apr 14, 2020",26.221
Liechtenstein,LIE,"Apr 19, 2020",26.221
Liechtenstein,LIE,"Apr 26, 2020",26.221
Lithuania,LTU,"Feb 28, 2020",0.367
Lithuania,LTU,"Mar 11, 2020",0.735
Lithuania,LTU,"Mar 14, 2020",1.102
Lithuania,LTU,"Mar 15, 2020",1.102
Lithuania,LTU,"Mar 16, 2020",1.837
Lithuania,LTU,"Mar 17, 2020",1.102
Lithuania,LTU,"Mar 18, 2020",2.939
Lithuania,LTU,"Mar 19, 2020",2.939
Lithuania,LTU,"Mar 20, 2020",5.51
Lithuania,LTU,"Mar 21, 2020",7.714
Lithuania,LTU,"Mar 22, 2020",13.224
Lithuania,LTU,"Mar 23, 2020",13.959
Lithuania,LTU,"Mar 24, 2020",13.224
Lithuania,LTU,"Mar 25, 2020",11.02
Lithuania,LTU,"Mar 26, 2020",23.877
Lithuania,LTU,"Mar 27, 2020",9.183
Lithuania,LTU,"Mar 28, 2020",21.673
Lithuania,LTU,"Mar 29, 2020",13.224
Lithuania,LTU,"Mar 30, 2020",33.06
Lithuania,LTU,"Apr 1, 2020",18
Lithuania,LTU,"Apr 2, 2020",17.632
Lithuania,LTU,"Apr 3, 2020",24.979
Lithuania,LTU,"Apr 4, 2020",44.815
Lithuania,LTU,"Apr 6, 2020",14.694
Lithuania,LTU,"Apr 7, 2020",11.755
Lithuania,LTU,"Apr 8, 2020",13.591
Lithuania,LTU,"Apr 9, 2020",11.755
Lithuania,LTU,"Apr 10, 2020",15.796
Lithuania,LTU,"Apr 11, 2020",16.163
Lithuania,LTU,"Apr 12, 2020",19.836
Lithuania,LTU,"Apr 13, 2020",3.306
Lithuania,LTU,"Apr 14, 2020",2.939
Lithuania,LTU,"Apr 16, 2020",7.714
Lithuania,LTU,"Apr 17, 2020",21.306
Lithuania,LTU,"Apr 18, 2020",33.06
Lithuania,LTU,"Apr 19, 2020",21.673
Lithuania,LTU,"Apr 20, 2020",10.285
Lithuania,LTU,"Apr 21, 2020",8.816
Lithuania,LTU,"Apr 22, 2020",7.347
Lithuania,LTU,"Apr 23, 2020",10.285
Lithuania,LTU,"Apr 24, 2020",4.408
Lithuania,LTU,"Apr 26, 2020",5.877
Lithuania,LTU,"Apr 27, 2020",4.408
Lithuania,LTU,"Apr 28, 2020",4.041
Lithuania,LTU,"Apr 29, 2020",-38.57
Lithuania,LTU,"Apr 30, 2020",11.387
Lithuania,LTU,"May 1, 2020",3.673
Lithuania,LTU,"May 2, 2020",5.143
Lithuania,LTU,"May 3, 2020",2.571
Luxembourg,LUX,"Mar 1, 2020",1.598
Luxembourg,LUX,"Mar 7, 2020",3.195
Luxembourg,LUX,"Mar 9, 2020",3.195
Luxembourg,LUX,"Mar 11, 2020",3.195
Luxembourg,LUX,"Mar 13, 2020",30.353
Luxembourg,LUX,"Mar 14, 2020",19.17
Luxembourg,LUX,"Mar 16, 2020",62.303
Luxembourg,LUX,"Mar 17, 2020",6.39
Luxembourg,LUX,"Mar 18, 2020",94.253
Luxembourg,LUX,"Mar 19, 2020",111.825
Luxembourg,LUX,"Mar 20, 2020",215.663
Luxembourg,LUX,"Mar 21, 2020",222.053
Luxembourg,LUX,"Mar 22, 2020",297.136
Luxembourg,LUX,"Mar 23, 2020",204.481
Luxembourg,LUX,"Mar 24, 2020",123.008
Luxembourg,LUX,"Mar 25, 2020",357.841
Luxembourg,LUX,"Mar 26, 2020",373.816
Luxembourg,LUX,"Mar 27, 2020",191.701
Luxembourg,LUX,"Mar 28, 2020",242.821
Luxembourg,LUX,"Mar 29, 2020",361.036
Luxembourg,LUX,"Mar 30, 2020",190.103
Luxembourg,LUX,"Mar 31, 2020",60.705
Luxembourg,LUX,"Apr 1, 2020",303.526
Luxembourg,LUX,"Apr 2, 2020",225.248
Luxembourg,LUX,"Apr 3, 2020",268.381
Luxembourg,LUX,"Apr 4, 2020",199.688
Luxembourg,LUX,"Apr 5, 2020",186.908
Luxembourg,LUX,"Apr 6, 2020",119.813
Luxembourg,LUX,"Apr 7, 2020",62.303
Luxembourg,LUX,"Apr 8, 2020",202.883
Luxembourg,LUX,"Apr 9, 2020",102.24
Luxembourg,LUX,"Apr 10, 2020",129.398
Luxembourg,LUX,"Apr 11, 2020",172.531
Luxembourg,LUX,"Apr 12, 2020",75.083
Luxembourg,LUX,"Apr 13, 2020",17.573
Luxembourg,LUX,"Apr 14, 2020",17.573
Luxembourg,LUX,"Apr 15, 2020",23.963
Luxembourg,LUX,"Apr 16, 2020",105.435
